market_id,symbol,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,rf_target,peak_pct,trough_pct,return_pct
1387102,TFX,earnings_beat+direct_company,1.0,val,2026-02-24,0.7,112.12,2026-02-26,119.02,rf_target,0.0017,0.61,-3.67,6.15
1390924,AMC,earnings_beat+direct_company,1.0,val,2026-02-23,0.881,1.15,2026-02-24,1.17,resolution-1d,-0.0217,0.0,0.0,1.74
1399734,BBY,earnings_beat+direct_company,1.0,val,2026-02-27,0.795,61.97,2026-03-03,65.95,resolution-1d,-0.0053,0.55,-2.36,6.42
1399738,GTLB,earnings_beat+direct_company,1.0,val,2026-02-20,0.8,26.39,2026-02-27,28.24,profit_lock_7%,-0.03,7.35,-11.14,7.0
1399646,MDB,earnings_beat+direct_company,1.0,val,2026-02-20,0.89,344.56,2026-03-02,325.01,resolution-1d,-0.0113,0.0,-15.1,-5.67
1399647,ASAN,earnings_beat+direct_company,1.0,val,2026-02-20,0.845,7.26,2026-02-27,7.7,profit_lock_6%,-0.0264,6.75,-10.33,6.0
1399648,TGT,earnings_beat+direct_company,1.0,val,2026-02-26,0.7,114.79,2026-03-03,120.8,resolution-1d,-0.0181,0.0,-3.21,5.24
1399742,BOX,earnings_beat+direct_company,1.0,val,2026-02-20,0.75,22.87,2026-02-25,23.33,profit_lock_2%,-0.016,2.54,-5.51,2.0
1403852,GAP,earnings_beat+direct_company,1.0,val,2026-02-21,0.725,27.04,2026-02-24,27.25,rf_target,0.0008,0.0,-4.14,0.78
1403853,COST,earnings_beat+direct_company,1.0,val,2026-02-21,0.78,986.02,2026-03-02,1005.74,profit_lock_2%,-0.0169,2.86,-0.81,2.0
1404331,MRVL,earnings_beat+direct_company,1.0,val,2026-02-21,0.8,77.79,2026-02-25,79.35,profit_lock_2%,-0.0061,2.46,-2.21,2.0
1404417,SWBI,earnings_beat+direct_company,1.0,val,2026-02-21,0.71,11.64,2026-02-25,11.87,profit_lock_2%,-0.0231,2.32,-1.55,2.0
1404329,IOT,earnings_beat+direct_company,1.0,val,2026-02-21,0.845,24.72,2026-02-24,26.07,rf_target,0.0023,0.0,-2.39,5.46
1404416,MRX,earnings_beat+direct_company,1.0,val,2026-02-22,0.805,39.95,2026-02-25,40.75,profit_lock_2%,-0.0111,2.15,-1.88,2.0
1420756,BURL,earnings_beat+direct_company,1.0,val,2026-02-24,0.825,308.07,2026-02-27,314.23,profit_lock_2%,0.0772,2.52,-1.91,2.0
1420816,M,earnings_beat+direct_company,1.0,val,2026-02-24,0.86,20.83,2026-03-09,17.15,trailing_3.7ATR,0.0745,0.29,-18.15,-17.66
1420842,KR,earnings_beat+direct_company,1.0,val,2026-02-24,0.735,69.76,2026-03-05,71.57,resolution-1d,-0.0021,0.01,-4.76,2.59
1421510,CASY,earnings_beat+direct_company,1.0,val,2026-02-24,0.82,681.48,2026-03-09,629.42,trailing_3.7ATR,0.0557,1.25,-7.92,-7.64
1421535,KFY,earnings_beat+direct_company,1.0,val,2026-02-24,0.755,59.54,2026-02-25,59.98,rf_target,0.0006,0.0,-0.99,0.74
1421646,UNFI,earnings_beat+direct_company,1.0,val,2026-02-24,0.76,38.52,2026-02-27,39.68,profit_lock_3%,-0.0168,3.82,-2.88,3.0
1421676,ORCL,earnings_beat+direct_company,1.0,val,2026-03-02,0.795,149.25,2026-03-05,152.24,profit_lock_2%,0.0644,2.92,-5.41,2.0
1421384,HPE,earnings_beat+direct_company,1.0,val,2026-02-28,0.785,22.13,2026-03-09,21.81,resolution-1d,0.0646,0.0,-6.91,-1.45
1428288,DKS,earnings_beat+direct_company,1.0,val,2026-03-04,0.835,200.32,2026-03-12,197.6,resolution-1d,0.0412,1.01,-5.32,-1.36
1428289,PXLW,earnings_beat+direct_company,1.0,val,2026-02-24,0.76,5.92,2026-02-25,6.24,rf_target,0.0137,0.0,-2.53,5.41
1428531,CPB,earnings_beat+direct_company,1.0,val,2026-03-03,0.775,26.05,2026-03-04,25.09,resolution-1d,-0.0148,0.0,-3.95,-3.69
1435106,CXM,earnings_beat+direct_company,1.0,val,2026-03-03,0.775,5.94,2026-03-06,6.12,profit_lock_3%,-0.0077,3.2,-4.38,3.0
1435177,PD,earnings_beat+direct_company,1.0,val,2026-02-25,0.765,6.74,2026-02-27,7.28,profit_lock_8%,-0.0073,8.16,-6.31,8.0
1435538,RBRK,earnings_beat+direct_company,1.0,val,2026-02-25,0.73,52.16,2026-02-27,54.77,profit_lock_5%,-0.0032,5.37,-3.99,5.0
1435537,ADBE,earnings_beat+direct_company,1.0,val,2026-02-25,0.795,257.81,2026-02-27,262.97,profit_lock_2%,0.0103,2.27,-2.76,2.0
1435757,GAMB,earnings_beat+direct_company,1.0,val,2026-03-02,0.865,4.38,2026-03-04,4.47,profit_lock_2%,0.0399,2.05,-4.0,2.0
1435763,DG,earnings_beat+direct_company,1.0,val,2026-03-03,0.735,153.04,2026-03-12,138.34,trailing_3.7ATR,-0.0234,1.61,-15.81,-9.6
1435762,PLBY,earnings_beat+direct_company,1.0,val,2026-02-26,0.875,1.98,2026-03-02,2.02,profit_lock_2%,0.0349,2.02,-7.32,2.0
1435682,BBW,earnings_beat+direct_company,1.0,val,2026-03-06,0.74,42.35,2026-03-09,44.04,rf_target,0.0309,0.0,-5.81,3.99
