market_id,symbol,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,peak_pct,trough_pct,return_pct,spy_return,qqq_return,excess_spy,excess_qqq,holding_days
1705455,USO,Iran-Israel Direct Conflict Risk,0.52,val,2026-03-28,0.85,129.83,2026-04-06,138.92,profit_lock_7%,7.83,-5.66,7.0,4.2660289606262,5.413048849550561,2.7339710393737997,1.5869511504494387,9
1705456,USO,Iran-Israel Direct Conflict Risk,0.52,val,2026-03-27,0.75,124.2,2026-03-31,129.17,profit_lock_4%,4.73,-3.0,4.0,2.562727579959856,2.595182043873745,1.437272420040144,1.404817956126255,4
1705457,USO,Iran-Israel Direct Conflict Risk,0.52,val,2026-03-28,0.79,129.83,2026-04-06,138.92,profit_lock_7%,7.83,-5.66,7.0,4.2660289606262,5.413048849550561,2.7339710393737997,1.5869511504494387,9
1706290,USO,Iran-Israel Direct Conflict Risk,0.56,val,2026-03-24,0.96,114.54,2026-03-31,129.43,profit_lock_13%,13.57,-4.82,13.0,-0.4347906935542323,-1.164421387786363,13.434790693554232,14.164421387786362,7
1706294,USO,Iran-UAE Conflict Risk,0.675,val,2026-03-24,0.865,114.54,2026-03-31,129.43,profit_lock_13%,13.57,-4.82,13.0,-0.4347906935542323,-1.164421387786363,13.434790693554232,14.164421387786362,7
1706292,USO,Gulf Oil Supply Disruption,0.72,val,2026-03-26,0.85,117.26,2026-03-31,128.99,profit_lock_10%,10.93,-1.76,10.0,0.8138398954315562,0.5908110594911697,9.186160104568444,9.40918894050883,5
1706292,BNO,Gulf Oil Supply Disruption,0.72,val,2026-03-26,0.85,50.55,2026-03-31,54.09,profit_lock_7%,7.34,-1.25,7.0,0.8138398954315562,0.5908110594911697,6.186160104568444,6.40918894050883,5
1706292,XLE,Gulf Oil Supply Disruption,0.64,val,2026-03-26,0.85,61.52,2026-03-31,60.47,trailing_2.5ATR,3.15,-2.41,-1.71,0.8138398954315562,0.5908110594911697,-2.523839895431556,-2.3008110594911697,5
1706295,USO,Gulf Oil Supply Disruption,0.56,val,2026-03-24,0.815,114.54,2026-03-31,129.43,profit_lock_13%,13.57,-4.82,13.0,-0.4347906935542323,-1.164421387786363,13.434790693554232,14.164421387786362,7
1706295,BNO,Gulf Oil Supply Disruption,0.56,val,2026-03-24,0.815,49.7,2026-03-31,54.17,profit_lock_9%,9.18,-4.89,9.0,-0.4347906935542323,-1.164421387786363,9.434790693554232,10.164421387786362,7
1705685,USO,Gulf Oil Supply Disruption,0.675,val,2026-04-01,0.73,124.09,2026-04-06,138.98,profit_lock_12%,12.82,-1.3,12.0,0.5631528136868402,0.7170855297553125,11.436847186313159,11.282914470244688,5
1705685,BNO,Gulf Oil Supply Disruption,0.675,val,2026-04-01,0.73,50.33,2026-04-06,54.36,profit_lock_8%,8.52,-1.03,8.0,0.5631528136868402,0.7170855297553125,7.43684718631316,7.2829144702446875,5
1705685,XLE,Gulf Oil Supply Disruption,0.6,val,2026-04-01,0.73,58.97,2026-04-06,60.74,profit_lock_3%,3.46,-1.03,3.0,0.5631528136868402,0.7170855297553125,2.4368471863131598,2.2829144702446875,5
1705691,USO,Gulf Oil Supply Disruption,0.675,val,2026-03-30,0.8,129.83,2026-04-06,138.92,profit_lock_7%,7.83,-5.66,7.0,4.2660289606262,5.413048849550561,2.7339710393737997,1.5869511504494387,7
1705691,BNO,Gulf Oil Supply Disruption,0.675,val,2026-03-30,0.8,53.99,2026-04-08,48.0,trailing_2.5ATR,3.09,-15.54,-11.09,6.968691726523235,8.563802222839323,-18.058691726523236,-19.653802222839325,9
1705691,XLE,Gulf Oil Supply Disruption,0.6,val,2026-03-30,0.8,61.96,2026-04-01,59.7,trailing_2.5ATR,1.4,-5.81,-3.64,3.6821400715226993,4.662528999022619,-7.3221400715227,-8.30252899902262,2
1705690,USO,Gulf Oil Supply Disruption,0.675,val,2026-04-04,0.705,138.94,2026-04-08,125.83,trailing_2.5ATR,3.63,-15.03,-9.44,2.59208372356603,2.988959533639557,-12.032083723566029,-12.428959533639556,4
1705690,BNO,Gulf Oil Supply Disruption,0.675,val,2026-04-04,0.705,54.67,2026-04-08,48.69,trailing_2.5ATR,1.81,-16.59,-10.94,2.59208372356603,2.988959533639557,-13.532083723566029,-13.928959533639556,4
1705690,XLE,Gulf Oil Supply Disruption,0.6,val,2026-04-04,0.705,59.68,2026-04-08,57.0,trailing_2.5ATR,1.83,-5.86,-4.5,2.59208372356603,2.988959533639557,-7.09208372356603,-7.488959533639557,4
1705686,USO,Gulf Oil Supply Disruption,0.675,val,2026-04-01,0.89,124.09,2026-04-06,138.98,profit_lock_12%,12.82,-1.3,12.0,0.5631528136868402,0.7170855297553125,11.436847186313159,11.282914470244688,5
1705686,BNO,Gulf Oil Supply Disruption,0.675,val,2026-04-01,0.89,50.33,2026-04-06,54.36,profit_lock_8%,8.52,-1.03,8.0,0.5631528136868402,0.7170855297553125,7.43684718631316,7.2829144702446875,5
1705686,XLE,Gulf Oil Supply Disruption,0.6,val,2026-04-01,0.89,58.97,2026-04-06,60.74,profit_lock_3%,3.46,-1.03,3.0,0.5631528136868402,0.7170855297553125,2.4368471863131598,2.2829144702446875,5
1705683,USO,Gulf Energy Supply Disruption,0.54,val,2026-04-01,0.97,124.09,2026-04-06,138.98,profit_lock_12%,12.82,-1.3,12.0,0.5631528136868402,0.7170855297553125,11.436847186313159,11.282914470244688,5
1705689,USO,Gulf Energy Supply Disruption,0.54,val,2026-04-04,0.85,138.94,2026-04-08,125.83,trailing_2.5ATR,3.63,-15.03,-9.44,2.59208372356603,2.988959533639557,-12.032083723566029,-12.428959533639556,4
1705688,USO,Gulf State Military Action Oil Proxy,0.72,embargo,2026-04-04,0.88,138.94,2026-04-08,125.83,trailing_2.5ATR,3.63,-15.03,-9.44,2.59208372356603,2.988959533639557,-12.032083723566029,-12.428959533639556,4
1705692,XLE,Gulf State Oil Disruption,0.6,embargo,2026-04-05,0.785,59.68,2026-04-08,57.0,trailing_2.5ATR,1.83,-5.86,-4.5,2.59208372356603,2.988959533639557,-7.09208372356603,-7.488959533639557,3
1706362,USO,Iran Conflict Resolution,0.54,embargo,2026-04-09,0.898,126.96,2026-04-14,133.31,profit_lock_5%,5.17,-3.19,5.0,2.1399963822904544,3.0170886233586103,2.8600036177095456,1.9829113766413897,5
1706364,USO,Iran Conflict Resolution,0.54,embargo,2026-04-07,0.795,138.08,2026-04-08,118.52,trailing_2.5ATR,0.0,-14.5,-14.16,2.5469554638327674,2.9732070204270045,-16.706955463832767,-17.133207020427005,1
1706359,USO,Iran Conflict Oil Exposure,0.675,embargo,2026-04-10,0.977,124.82,2026-04-14,132.31,profit_lock_6%,6.98,-1.53,6.0,2.2076354038389034,2.868733214133634,3.7923645961610966,3.131266785866366,4
1706359,XLE,Iran Conflict Oil Exposure,0.525,embargo,2026-04-10,0.977,56.94,2026-04-29,59.03,resolution-1d,1.95,-6.2,3.67,4.727282559455737,8.264192219338607,-1.0572825594557367,-4.594192219338607,19
1706354,USO,Iran Conflict Oil Exposure,0.675,embargo,2026-04-07,0.77,138.08,2026-04-08,118.52,trailing_2.5ATR,0.0,-14.5,-14.16,2.5469554638327674,2.9732070204270045,-16.706955463832767,-17.133207020427005,1
1706354,XLE,Iran Conflict Oil Exposure,0.525,embargo,2026-04-07,0.77,60.16,2026-04-08,56.34,trailing_2.5ATR,0.0,-6.62,-6.34,2.5469554638327674,2.9732070204270045,-8.886955463832766,-9.313207020427004,1
1706355,USO,Iran Conflict Oil Exposure,0.675,embargo,2026-04-07,0.78,138.08,2026-04-08,118.52,trailing_2.5ATR,0.0,-14.5,-14.16,2.5469554638327674,2.9732070204270045,-16.706955463832767,-17.133207020427005,1
1706355,XLE,Iran Conflict Oil Exposure,0.525,embargo,2026-04-07,0.78,60.16,2026-04-08,56.34,trailing_2.5ATR,0.0,-6.62,-6.34,2.5469554638327674,2.9732070204270045,-8.886955463832766,-9.313207020427004,1
1706361,USO,Iran Conflict Oil Exposure,0.675,embargo,2026-04-07,0.76,138.08,2026-04-08,118.52,trailing_2.5ATR,0.0,-14.5,-14.16,2.5469554638327674,2.9732070204270045,-16.706955463832767,-17.133207020427005,1
1706361,XLE,Iran Conflict Oil Exposure,0.525,embargo,2026-04-07,0.76,60.16,2026-04-08,56.34,trailing_2.5ATR,0.0,-6.62,-6.34,2.5469554638327674,2.9732070204270045,-8.886955463832766,-9.313207020427004,1
1706365,USO,Iran Conflict Oil Exposure,0.675,embargo,2026-04-07,0.75,138.08,2026-04-08,118.52,trailing_2.5ATR,0.0,-14.5,-14.16,2.5469554638327674,2.9732070204270045,-16.706955463832767,-17.133207020427005,1
1706365,XLE,Iran Conflict Oil Exposure,0.525,embargo,2026-04-07,0.75,60.16,2026-04-08,56.34,trailing_2.5ATR,0.0,-6.62,-6.34,2.5469554638327674,2.9732070204270045,-8.886955463832766,-9.313207020427004,1
1706350,USO,Iran Conflict Oil Exposure,0.675,embargo,2026-04-07,0.769,138.08,2026-04-08,118.52,trailing_2.5ATR,0.0,-14.5,-14.16,2.5469554638327674,2.9732070204270045,-16.706955463832767,-17.133207020427005,1
1706350,XLE,Iran Conflict Oil Exposure,0.525,embargo,2026-04-07,0.769,60.16,2026-04-08,56.34,trailing_2.5ATR,0.0,-6.62,-6.34,2.5469554638327674,2.9732070204270045,-8.886955463832766,-9.313207020427004,1
1706368,USO,Iran Conflict Oil Exposure,0.675,embargo,2026-04-09,0.765,126.96,2026-04-14,133.31,profit_lock_5%,5.17,-3.19,5.0,2.1399963822904544,3.0170886233586103,2.8600036177095456,1.9829113766413897,5
1706368,XLE,Iran Conflict Oil Exposure,0.525,embargo,2026-04-09,0.765,57.33,2026-04-29,59.03,resolution-1d,1.26,-6.84,2.97,4.657976084516169,8.42032886104953,-1.6879760845161687,-5.450328861049529,20
1706369,USO,Iran Conflict Oil Exposure,0.675,embargo,2026-04-09,0.935,126.96,2026-04-14,133.31,profit_lock_5%,5.17,-3.19,5.0,2.1399963822904544,3.0170886233586103,2.8600036177095456,1.9829113766413897,5
1706369,XLE,Iran Conflict Oil Exposure,0.525,embargo,2026-04-09,0.935,57.33,2026-04-29,59.03,resolution-1d,1.26,-6.84,2.97,4.657976084516169,8.42032886104953,-1.6879760845161687,-5.450328861049529,20
1706352,USO,Iran Conflict Oil Exposure,0.675,embargo,2026-04-09,0.956,126.96,2026-04-14,133.31,profit_lock_5%,5.17,-3.19,5.0,2.1399963822904544,3.0170886233586103,2.8600036177095456,1.9829113766413897,5
1706352,XLE,Iran Conflict Oil Exposure,0.525,embargo,2026-04-09,0.956,57.33,2026-04-29,59.03,resolution-1d,1.26,-6.84,2.97,4.657976084516169,8.42032886104953,-1.6879760845161687,-5.450328861049529,20
1706351,USO,Iran Conflict Oil Exposure,0.675,embargo,2026-04-10,0.986,124.82,2026-04-14,132.31,profit_lock_6%,6.98,-1.53,6.0,2.2076354038389034,2.868733214133634,3.7923645961610966,3.131266785866366,4
1706351,XLE,Iran Conflict Oil Exposure,0.525,embargo,2026-04-10,0.986,56.94,2026-04-29,59.03,resolution-1d,1.95,-6.2,3.67,4.727282559455737,8.264192219338607,-1.0572825594557367,-4.594192219338607,19
1706399,USO,Iran Conflict Oil Exposure,0.675,embargo,2026-04-09,0.883,126.96,2026-04-14,133.31,profit_lock_5%,5.17,-3.19,5.0,2.1399963822904544,3.0170886233586103,2.8600036177095456,1.9829113766413897,5
1706399,XLE,Iran Conflict Oil Exposure,0.525,embargo,2026-04-09,0.883,57.33,2026-04-29,59.03,resolution-1d,1.26,-6.84,2.97,4.657976084516169,8.42032886104953,-1.6879760845161687,-5.450328861049529,20
1706358,USO,Iran Conflict Oil Exposure,0.675,embargo,2026-04-09,0.885,126.96,2026-04-14,133.31,profit_lock_5%,5.17,-3.19,5.0,2.1399963822904544,3.0170886233586103,2.8600036177095456,1.9829113766413897,5
1706358,XLE,Iran Conflict Oil Exposure,0.525,embargo,2026-04-09,0.885,57.33,2026-04-29,59.03,resolution-1d,1.26,-6.84,2.97,4.657976084516169,8.42032886104953,-1.6879760845161687,-5.450328861049529,20
1910412,USO,Kuwait Geopolitical Risk,0.52,embargo,2026-04-07,0.795,138.08,2026-04-08,118.52,trailing_2.5ATR,0.0,-14.5,-14.16,2.5469554638327674,2.9732070204270045,-16.706955463832767,-17.133207020427005,1
1910396,USO,Saudi Arabia Geopolitical Risk,0.63,embargo,2026-04-10,0.976,124.82,2026-04-14,132.31,profit_lock_6%,6.98,-1.53,6.0,2.2076354038389034,2.868733214133634,3.7923645961610966,3.131266785866366,4
2036597,MRK,Merck FDA Approval,1.0,test,2026-04-21,0.805,112.56,2026-04-27,110.23,resolution-1d,2.19,-2.15,-2.07,1.575100208943625,3.0884737403335194,-3.645100208943625,-5.15847374033352,6
2036554,SNY,Sanofi FDA Approval Dupixent,0.7,test,2026-04-21,0.825,47.13,2026-04-24,48.54,profit_lock_3%,3.12,-0.87,3.0,1.4004069299277333,3.034157539527249,1.5995930700722667,-0.03415753952724909,3
2036695,AXSM,Axsome Therapeutics FDA Approval,1.0,test,2026-04-23,0.725,182.72,2026-04-27,190.03,profit_lock_4%,4.61,-1.0,4.0,0.9485454989534459,1.966472919876705,3.051454501046554,2.033527080123295,4
553038,UNCY,Unicycive Therapeutics Regulatory Approval,0.95,train,2025-06-18,0.79,6.68,2025-06-20,6.34,poly<0.55,0.0,-27.54,-5.09,-0.5289189092826385,-0.408320229948822,-4.561081090717361,-4.681679770051177,2
1468061,USO,Middle East Geopolitical Risk,0.76,val,2026-03-01,0.915,87.19,2026-03-04,94.17,profit_lock_8%,8.23,-4.58,8.0,-0.1821148621911628,0.43743081238913906,8.182114862191163,7.562569187610861,3
1628471,USO,Iran-Israel Conflict and Oil Prices,0.6,val,2026-03-18,1.0,121.67,2026-03-30,129.83,resolution-1d,2.98,-12.51,6.71,-4.4539894318183615,-6.155655339442257,11.163989431818361,12.865655339442256,12
1628472,USO,Iran-Israel Conflict and Oil Prices,0.6,val,2026-03-18,0.895,121.67,2026-03-20,121.43,poly<0.55,2.89,-5.75,-0.2,-1.9442700654589418,-2.1583503662006676,1.7442700654589418,1.9583503662006676,2
1628473,USO,Iran-Israel Conflict and Oil Prices,0.6,val,2026-03-18,0.86,121.67,2026-03-30,129.83,resolution-1d,2.98,-12.51,6.71,-4.4539894318183615,-6.155655339442257,11.163989431818361,12.865655339442256,12
1628474,USO,Iran-Israel Conflict and Oil Prices,0.6,val,2026-03-18,0.785,121.67,2026-03-30,129.83,resolution-1d,2.98,-12.51,6.71,-4.4539894318183615,-6.155655339442257,11.163989431818361,12.865655339442256,12
1628475,USO,Iran-Israel Conflict and Oil Prices,0.6,val,2026-03-18,0.765,121.67,2026-03-30,129.83,resolution-1d,2.98,-12.51,6.71,-4.4539894318183615,-6.155655339442257,11.163989431818361,12.865655339442256,12
1628476,USO,Iran-Israel Conflict and Oil Prices,0.6,val,2026-03-18,0.775,121.67,2026-03-23,110.56,poly<0.55,2.89,-12.51,-9.13,-0.9146830140698392,-1.1598628560922641,-8.215316985930162,-7.970137143907737,5
1628477,USO,Iran-Israel Conflict and Oil Prices,0.6,val,2026-03-19,0.795,117.36,2026-03-23,122.05,profit_lock_4%,4.82,-9.3,4.0,-0.6698973919264661,-0.8465177170946192,4.669897391926466,4.846517717094619,4
1628478,USO,Iran-Israel Conflict and Oil Prices,0.6,val,2026-03-20,0.8,121.43,2026-03-30,129.83,resolution-1d,3.19,-12.34,6.92,-2.55948262078598,-4.085484032825137,9.47948262078598,11.005484032825137,10
1993772,GRCE,Grace Therapeutics FDA Approval,1.0,test,2026-04-19,0.835,4.59,2026-04-22,4.77,profit_lock_4%,4.58,-10.24,4.0,0.35134487138281933,1.2863537789491009,3.6486551286171807,2.713646221050899,3
1993856,SNY,Sanofi FDA Approval,0.765,test,2026-04-18,0.76,47.99,2026-04-22,46.9,poly<0.55,0.0,-2.38,-2.27,0.35134487138281933,1.2863537789491009,-2.6213448713828194,-3.556353778949101,4
2115652,ARGX,argenx Vyvgart FDA Approval,0.9,test,2026-04-30,0.795,781.72,2026-05-05,805.17,profit_lock_3%,3.82,-0.86,3.0,0.7110520381926166,2.077155078329085,2.2889479618073834,0.9228449216709151,5
2115679,AZN,AstraZeneca & Daiichi Sankyo Enhertu FDA Approval,0.72,test,2026-04-30,0.76,187.37,2026-05-18,183.92,resolution-1d,0.22,-3.93,-1.84,2.7815729296935654,5.711806272835407,-4.621572929693565,-7.551806272835407,18
