objective,universe,split,policy_id,policy,selected,baseline,objective_score,n_trades,n_days,active_days,sharpe,maxdd,calmar,ann_return,net_pct,hit,turnover,rule
sharpe,all,train,C_pre_event_1d,"strong>=0.6/conf2d, none, no-poly, pre_event1d",False,,0.6815484686802985,124,320,164,0.6815484686802985,0.07999993076337497,0.7742794794737455,0.061942304749401655,0.07930460039386933,0.5806451612903226,9.765,C_pre_event_1d
sharpe,all,val,C_pre_event_1d,"strong>=0.6/conf2d, none, no-poly, pre_event1d",False,,0.11011160170691567,76,75,73,0.11011160170691567,0.09298118563590807,0.05038724063914214,0.004685065375549247,0.0013920765568224969,0.5526315789473685,25.535999999999998,C_pre_event_1d
sharpe,all,test,C_pre_event_1d,"strong>=0.6/conf2d, none, no-poly, pre_event1d",False,,2.165045335166412,66,35,33,2.165045335166412,0.03716180659188062,11.14516433801303,0.41417444156396543,0.04930850315351787,0.48484848484848486,47.519999999999996,C_pre_event_1d
sharpe,all,train,C_pre_event_2d,"strong>=0.6/conf2d, none, no-poly, pre_event2d",False,,0.42332595978882515,158,320,156,0.42332595978882515,0.09436919045987369,0.37776290399549445,0.035649179435825795,0.04548467300320258,0.5443037974683544,12.4425,C_pre_event_2d
sharpe,all,val,C_pre_event_2d,"strong>=0.6/conf2d, none, no-poly, pre_event2d",False,,-1.581831968562409,91,75,72,-1.581831968562409,0.1507614528851261,-1.88106321413597,-0.2835918231319039,-0.09449048935883064,0.4175824175824176,30.576,C_pre_event_2d
sharpe,all,test,C_pre_event_2d,"strong>=0.6/conf2d, none, no-poly, pre_event2d",False,,2.325217561256055,74,35,32,2.325217561256055,0.04238438837007974,10.084130941173495,0.42740972218543516,0.05066699626791271,0.5675675675675675,53.28,C_pre_event_2d
sharpe,all,train,C_pre_event_3d,"strong>=0.6/conf2d, none, no-poly, pre_event3d",False,,0.16216760977536196,172,320,148,0.16216760977536196,0.09971945208969357,0.1001067317720067,0.009982588442794427,0.012693334650553112,0.5581395348837209,13.545,C_pre_event_3d
sharpe,all,val,C_pre_event_3d,"strong>=0.6/conf2d, none, no-poly, pre_event3d",False,,-0.6758806151682283,100,75,71,-0.6758806151682283,0.11676658660696837,-1.0600966090882828,-0.12378386251686047,-0.038564809585892035,0.52,33.6,C_pre_event_3d
sharpe,all,test,C_pre_event_3d,"strong>=0.6/conf2d, none, no-poly, pre_event3d",False,,3.922864977986027,89,35,31,3.922864977986027,0.01933615199697858,31.50424826933162,0.6091709330863455,0.06830373582039395,0.5168539325842697,64.08,C_pre_event_3d
sharpe,all,train,D_stall_2d,"strong>=0.6/conf2d, none, no-poly, stall2d",False,,0.14785516092915268,133,320,111,0.14785516092915268,0.07451591245337819,0.10745997685702591,0.008007478227720188,0.01017919047283522,0.49624060150375937,10.47375,D_stall_2d
sharpe,all,val,D_stall_2d,"strong>=0.6/conf2d, none, no-poly, stall2d",False,,-0.3718535009169565,115,75,62,-0.3718535009169565,0.08271314710470168,-0.7072543965966909,-0.058499236946149114,-0.017780539137306484,0.3826086956521739,38.64,D_stall_2d
sharpe,all,test,D_stall_2d,"strong>=0.6/conf2d, none, no-poly, stall2d",False,,5.430447693929568,75,35,34,5.430447693929568,0.037039647726585634,32.52988535583944,1.2048954941665095,0.11607345572913563,0.49333333333333335,54.0,D_stall_2d
sharpe,all,train,D_stall_3d,"strong>=0.6/conf2d, none, no-poly, stall3d",False,,-0.20818504981406138,124,320,118,-0.20818504981406138,0.09159954040299645,-0.19305668399789425,-0.01768390352593363,-0.02240194042594479,0.4838709677419355,9.765,D_stall_3d
sharpe,all,val,D_stall_3d,"strong>=0.6/conf2d, none, no-poly, stall3d",False,,-0.7385895937190313,94,75,62,-0.7385895937190313,0.12300186422351267,-1.0336851159428433,-0.12714519628106757,-0.039663985251723766,0.3829787234042553,31.584000000000003,D_stall_3d
sharpe,all,test,D_stall_3d,"strong>=0.6/conf2d, none, no-poly, stall3d",False,,4.425964413264861,67,35,34,4.425964413264861,0.037061446608741,25.579043401103434,0.9479963513126637,0.09703523054786078,0.4626865671641791,48.24,D_stall_3d
