holding_days_bucket,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
0-1,11,-399.3988508390846,0.18181818181818182,11.701608928335105,-46.97800763286165,0.24908695617286455,0.055352656927303234,-36.30898643991679,12.316102223258776,-111.74097468532993,7
11-20,61,470.9025950872776,0.5409836065573771,46.36228134632299,-37.823310333620746,1.2257594836989198,1.4446451057880125,7.719714673561928,180.4335827661682,-90.60450819749845,11
2-5,123,-1637.9263022721316,0.34959349593495936,17.100212111534965,-29.665442788351687,0.5764354246635235,0.3098340407566439,-13.316474002212452,52.71503482512235,-105.24587162021872,34
21+,34,1399.8731629608174,0.6176470588235294,88.17563520184318,-34.755013559837636,2.537062316204578,4.098331433868933,41.172740087082865,262.02277384327914,-48.15330908433443,6
6-10,106,1049.8746955482825,0.3867924528301887,71.49304401064794,-28.94369398289666,2.470073241269564,1.5580461983392635,9.904478259889457,272.31606831173696,-135.18947511139774,19
