exit_reason,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
daily_close_trailing_stop,108,-4345.670124351253,0.037037037037037035,14.753785062157654,-42.35274292884504,0.34835488900789335,0.013398264961842052,-40.23768633658568,26.681424128470116,-135.18947511139774,87
daily_momentum_reversal,27,-472.0977667669572,0.14814814814814814,12.062703312048104,-22.6238513050065,0.5331852278121503,0.09272786570646091,-17.485102472850265,18.10652293630548,-48.15330908433443,15
market_end,36,795.8715005522591,0.6388888888888888,47.2765716360365,-22.42228054435233,2.108464013842,3.730359409105077,22.1075416820072,169.82191599344074,-40.54440042135086,3
ml_predicted_target_lock,55,1268.7539080926715,0.6363636363636364,48.57348127651329,-21.565896829264688,2.252328371088171,3.9415746494043,23.06825287441221,272.31606831173696,-63.337109775465784,6
one_day_before_market_end,109,3636.467782958441,0.6788990825688074,56.44421379666184,-15.440115371272437,3.655686012662884,7.72916471248724,33.36208975191231,262.02277384327914,-37.898697703123894,14
