duplicate_status,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
single_signal,335,883.3253004851613,0.417910447761194,50.51121976254717,-31.734592134725347,1.5916769797484063,1.1427424469988559,2.63679194174675,272.31606831173696,-135.18947511139774,22
