entry_year,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
2024,17,-396.3884824715094,0.17647058823529413,11.164754379114347,-30.705910400632316,0.3636027798376053,0.07791488139377256,-23.316969557147612,15.617588029828749,-63.53037674725779,10
2025,127,1627.2298371958082,0.5748031496062992,42.1808250624953,-26.888340599376832,1.5687403581711878,2.1207045582684576,12.81283336374652,180.4335827661682,-152.01904031702392,14
2026,177,569.2292196937849,0.3898305084745763,70.89909911383751,-40.026005732972244,1.7713258621614827,1.1316804119365027,3.215984292055282,617.923261740449,-135.18947511139774,12
