holding_days_bucket,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
0-1,5,-153.83582175863995,0.4,11.701608928335105,-59.079679871770054,0.1980648668667967,0.13204324457786448,-30.767164351727992,12.316102223258776,-111.74097468532993,2
11-20,76,-196.96870240281612,0.4473684210526316,44.30507848480123,-40.55574692585852,1.0924488350762471,0.8843633426807714,-2.591693452668633,180.4335827661682,-90.60450819749845,15
2-5,79,-689.3508882163544,0.46835443037974683,18.172878255501256,-32.42255675404526,0.5605010855053522,0.49377476580233404,-8.7259606103336,52.71503482512235,-152.01904031702392,6
21+,44,2090.1445337137316,0.6136363636363636,97.1539294437093,-31.353621250965837,3.0986509872672685,4.921386862130367,47.50328485713026,617.923261740449,-57.18763956246588,6
6-10,117,750.0814530821625,0.38461538461538464,70.65341899512619,-33.74058891247939,2.0940185477614506,1.3087615923509066,6.4109525904458335,272.31606831173696,-135.18947511139774,16
