holding_days_bucket,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
0-1,5,-267.47845823681223,0.0,,-53.49569164736245,,0.0,-53.49569164736245,,-111.74097468532993,5
11-20,48,605.946264856907,0.5833333333333334,48.24057173140154,-37.23948718111681,1.2954145017298493,1.8135803024217891,12.623880517852228,180.4335827661682,-51.333341242544286,13
2-5,88,-1390.0616211953552,0.3181818181818182,20.246309392459263,-32.61597140307025,0.6207483181247029,0.2896825484581947,-15.796154786310854,52.71503482512235,-105.24587162021872,27
21+,17,772.7690696857954,0.6470588235294118,91.54985132878618,-39.04654915514205,2.34463360552132,4.298494943455754,45.457004099164436,262.02277384327914,-41.02065557089662,4
6-10,96,1436.1216727611543,0.4375,69.01220624827617,-27.081314623452688,2.5483329449786356,1.9820367349833832,14.95960075792869,272.31606831173696,-135.18947511139774,16
