entry_year,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
2025,77,1148.0491239846451,0.5974025974025974,41.470573527388495,-24.503137363716952,1.692459741453194,2.511391874414417,14.909728882917468,180.4335827661682,-74.81553398058252,14
2026,177,9.247803887043982,0.3559322033898305,62.1515447024203,-34.26578519618803,1.8138076902826814,1.0023674077877975,0.05224747958781911,272.31606831173696,-135.18947511139774,18
