event_archetype,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
earnings_beat+direct_company,66,217.06643714611175,0.5,47.6911405532321,-41.11336973062266,1.1599910410094674,1.1599910410094674,3.2888854113047237,252.47444878989185,-152.01904031702392,5
military_escalation+defense_beneficiary,183,574.6134682580433,0.4644808743169399,38.96091885354127,-27.92923096217311,1.3949871697616485,1.2099378513238788,3.139964307421002,180.4335827661682,-84.1791956559764,21
military_escalation+energy_beneficiary,72,978.1614609635037,0.4027777777777778,109.90162784344773,-51.371761546429774,2.1393392894288565,1.4428102184520195,13.58557584671533,617.923261740449,-105.24587162021872,11
