price_policy,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
daily_close_to_close,921,-5987.694705145451,0.4158523344191097,38.741298700884485,-38.70931618510076,1.0008262227012947,0.712484095343115,-6.501297182568351,271.823315690525,-163.71821438965276,22
