entry_year,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
2024,17,-396.3884824715094,0.17647058823529413,11.164754379114347,-30.705910400632316,0.3636027798376053,0.07791488139377256,-23.316969557147612,15.617588029828749,-63.53037674725779,11
2025,317,677.6906605589498,0.501577287066246,31.777255509080643,-27.68919598344856,1.1476409617699175,1.1549045121608663,2.1378254276307564,169.82191599344074,-127.60122598174479,14
2026,587,-6268.996883232891,0.37649063032367974,44.12597064867689,-43.77277703986471,1.0080687960119716,0.6086972784662451,-10.679722117943596,271.823315690525,-163.71821438965276,22
