event_archetype,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
earnings_beat+direct_company,508,-3004.9118817114036,0.43700787401574803,34.95412197672987,-37.63890545645257,0.928669990607752,0.720855726975248,-5.915180869510637,144.35812230551176,-163.71821438965276,12
military_escalation+defense_beneficiary,320,-3279.138077296972,0.36875,34.97892170925467,-36.66658831182685,0.9539726306625637,0.5572711406840719,-10.247306491553037,203.47245815295213,-147.16467767602867,25
military_escalation+energy_beneficiary,93,296.3552538629243,0.46236559139784944,68.6183619049459,-53.08468616099499,1.2926206570542857,1.1116537650666858,3.18661563293467,271.823315690525,-139.08533970021088,8
