market_id,symbol,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,peak_pct,trough_pct,return_pct,_entry_ts,_exit_ts,candidate_t_theta,candidate_t_e,_qty,_position_size_pct,_asset_entry_notional,_benchmark_sell_cost,_asset_buy_cost,realized_exit_reason,gross_pnl,pnl,pnl_pct,txn_cost,exit_value,benchmark_rebuy_qty
1896795,BFC,Bank First Earnings,0.8,test,2026-04-10,0.695,143.64,2026-04-13,141.75,poly<0.523713161094818,0.0,-2.02,-1.32,2026-04-10 00:00:00+00:00,2026-04-13 00:00:00+00:00,2026-04-10,2026-04-21,18,0.03,2585.52,1.78,1.64,poly<0.523713161094818,-34.02,-40.52,-1.567,6.5,2551.5,3
1986792,EFX,Equifax Earnings,0.95,test,2026-04-17,0.77,196.22,2026-04-21,192.42,resolution-1d,1.97,-5.13,-1.94,2026-04-17 00:00:00+00:00,2026-04-21 00:00:00+00:00,2026-04-17,2026-04-21,14,0.03,2747.08,1.85,1.72,resolution-1d,-53.2,-59.95,-2.1822,6.75,2693.88,3
1986790,MSCI,MSCI Earnings,0.95,test,2026-04-17,0.77,568.55,2026-04-21,597.39,resolution-1d,0.33,-2.14,5.07,2026-04-17 00:00:00+00:00,2026-04-21 00:00:00+00:00,2026-04-17,2026-04-21,4,0.03,2274.2,1.85,1.49,resolution-1d,115.36,109.0,4.793,6.36,2389.56,3
1986791,MMM,3M Earnings,1.0,test,2026-04-17,0.86,154.55,2026-04-21,148.47,resolution-1d,0.25,-4.98,-3.93,2026-04-17 00:00:00+00:00,2026-04-21 00:00:00+00:00,2026-04-17,2026-04-21,18,0.03,2781.9,1.85,1.74,resolution-1d,-109.44,-116.2,-4.1769,6.76,2672.46,3
1937065,INTC,Intel Earnings,1.0,test,2026-04-15,0.74,64.94,2026-04-23,66.78,resolution-1d,8.3,-3.17,2.83,2026-04-15 00:00:00+00:00,2026-04-23 00:00:00+00:00,2026-04-13,2026-04-23,43,0.03,2792.42,1.83,1.75,resolution-1d,79.12,71.91,2.5751,7.21,2871.54,4
1937066,AXP,American Express Earnings,1.0,test,2026-04-15,0.795,329.06,2026-04-23,318.55,resolution-1d,3.32,-4.35,-3.19,2026-04-15 00:00:00+00:00,2026-04-23 00:00:00+00:00,2026-04-14,2026-04-23,8,0.03,2632.48,1.83,1.67,resolution-1d,-84.08,-90.69,-3.445,6.61,2548.4,3
1937070,CBRE,CBRE Group Earnings,1.0,test,2026-04-16,0.83,147.8,2026-04-23,149.31,resolution-1d,4.33,-2.84,1.02,2026-04-16 00:00:00+00:00,2026-04-23 00:00:00+00:00,2026-04-13,2026-04-23,18,0.03,2660.4,1.83,1.68,resolution-1d,27.18,20.49,0.7701,6.69,2687.58,3
1986793,LMT,Lockheed Martin Earnings,0.98,test,2026-04-17,0.745,592.19,2026-04-23,529.79,poly<0.523713161094818,0.98,-11.81,-10.54,2026-04-17 00:00:00+00:00,2026-04-23 00:00:00+00:00,2026-04-17,2026-04-23,4,0.03,2368.76,1.85,1.53,poly<0.523713161094818,-249.6,-255.51,-10.7865,5.91,2119.16,2
1986800,NXPI,NXP Semiconductors Earnings,1.0,test,2026-04-17,0.77,216.03,2026-04-28,230.39,resolution-1d,13.5,-2.67,6.65,2026-04-17 00:00:00+00:00,2026-04-28 00:00:00+00:00,2026-04-17,2026-04-28,13,0.03,2808.39,1.85,1.75,resolution-1d,186.68,179.38,6.3871,7.3,2995.07,4
1986797,KO,Coca-Cola Earnings,0.98,test,2026-04-17,0.77,75.74,2026-04-28,78.35,resolution-1d,1.68,-1.57,3.45,2026-04-17 00:00:00+00:00,2026-04-28 00:00:00+00:00,2026-04-17,2026-04-28,37,0.03,2802.38,1.85,1.75,resolution-1d,96.57,89.32,3.1872,7.25,2898.95,4
