market_id,symbol,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,peak_pct,trough_pct,return_pct,_entry_ts,_exit_ts,candidate_t_theta,candidate_t_e,_qty,_position_size_pct,_asset_entry_notional,_benchmark_sell_cost,_asset_buy_cost,realized_exit_reason,gross_pnl,pnl,pnl_pct,txn_cost,exit_value,benchmark_rebuy_qty
1896795,BFC,Bank First Earnings,0.8,test,2026-04-10,0.695,143.64,2026-04-13,141.75,poly<0.5308273321140747,0.0,-2.02,-1.32,2026-04-10 00:00:00+00:00,2026-04-13 00:00:00+00:00,2026-04-10,2026-04-21,18,0.03,2585.52,1.78,1.64,poly<0.5308273321140747,-34.02,-40.52,-1.567,6.5,2551.5,3
1993772,GRCE,Grace Therapeutics FDA Approval,1.0,test,2026-04-17,0.69,4.6,2026-04-21,5.06,profit_lock_10%,10.0,-2.61,10.0,2026-04-17 00:00:00+00:00,2026-04-21 00:00:00+00:00,2026-04-17,2026-04-23,616,0.03,2833.6,1.85,3.57,profit_lock_10%,283.36,272.38,9.6125,10.98,3116.96,4
1921503,T,AT&T Earnings,0.95,test,2026-04-10,0.775,26.46,2026-04-22,25.98,resolution-1d,0.83,-5.74,-1.81,2026-04-10 00:00:00+00:00,2026-04-22 00:00:00+00:00,2026-04-10,2026-04-22,102,0.03,2698.92,1.78,1.71,resolution-1d,-48.96,-55.62,-2.0609,6.66,2649.96,3
1921506,GD,General Dynamics Earnings,0.95,test,2026-04-10,0.795,335.15,2026-04-22,320.74,resolution-1d,2.01,-5.22,-4.3,2026-04-10 00:00:00+00:00,2026-04-22 00:00:00+00:00,2026-04-10,2026-04-22,8,0.03,2681.2,1.78,1.69,resolution-1d,-115.28,-121.87,-4.5454,6.59,2565.92,3
1921508,IMAX,IMAX Earnings,0.9,test,2026-04-10,0.78,37.84,2026-04-22,36.22,resolution-1d,0.0,-8.72,-4.28,2026-04-10 00:00:00+00:00,2026-04-22 00:00:00+00:00,2026-04-10,2026-04-22,71,0.03,2686.64,1.78,1.69,resolution-1d,-115.02,-121.61,-4.5266,6.59,2571.62,3
1937068,HON,Honeywell International Earnings,1.0,test,2026-04-13,0.735,233.64,2026-04-23,214.34,resolution-1d,1.2,-11.05,-8.26,2026-04-13 00:00:00+00:00,2026-04-23 00:00:00+00:00,2026-04-13,2026-04-23,11,0.03,2570.04,1.8,1.64,resolution-1d,-212.3,-218.75,-8.5114,6.45,2357.74,3
1937071,DOW,Dow Earnings,1.0,test,2026-04-14,0.765,39.16,2026-04-23,38.53,resolution-1d,2.17,-11.13,-1.61,2026-04-14 00:00:00+00:00,2026-04-23 00:00:00+00:00,2026-04-14,2026-04-23,70,0.03,2741.2,1.82,1.72,resolution-1d,-44.1,-50.83,-1.8542,6.73,2697.1,3
1937074,STBA,S&T Bancorp Earnings,1.0,test,2026-04-15,0.805,43.67,2026-04-23,43.54,resolution-1d,2.75,-2.4,-0.3,2026-04-15 00:00:00+00:00,2026-04-23 00:00:00+00:00,2026-04-15,2026-04-23,64,0.03,2794.88,1.83,1.75,resolution-1d,-8.32,-15.13,-0.5415,6.81,2786.56,3
1937070,CBRE,CBRE Group Earnings,1.0,test,2026-04-16,0.83,147.8,2026-04-23,149.31,resolution-1d,4.33,-2.84,1.02,2026-04-16 00:00:00+00:00,2026-04-23 00:00:00+00:00,2026-04-13,2026-04-23,18,0.03,2660.4,1.83,1.68,resolution-1d,27.18,20.49,0.7701,6.69,2687.58,3
1937065,INTC,Intel Earnings,1.0,test,2026-04-16,0.74,68.5,2026-04-23,66.78,resolution-1d,2.67,-6.18,-2.51,2026-04-16 00:00:00+00:00,2026-04-23 00:00:00+00:00,2026-04-13,2026-04-23,40,0.03,2740.0,1.83,1.72,resolution-1d,-68.8,-75.52,-2.7563,6.72,2671.2,3
