holding_days_bucket,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
0-1,24,-803.5486704468694,0.20833333333333334,15.3172397204562,-46.322887844692126,0.3306624529068801,0.08701643497549477,-33.48119460195289,34.54336385740995,-95.71324284054978,11
11-20,167,109.34586742955752,0.5329341317365269,45.77071137565072,-50.82368519235072,0.9005783662169285,1.0275830076064953,0.6547656732308833,144.35812230551176,-165.42637798493058,11
2-5,299,-4601.965573522878,0.3511705685618729,20.57421097973197,-34.85699858966358,0.5902462005387061,0.31946314977610385,-15.391189209106615,136.23698592279698,-189.6491834755595,22
21+,31,2495.9368614465384,0.7419354838709677,122.01216996907588,-38.792880980275896,3.145220640640548,9.042509341841576,80.51409230472704,702.8301923860201,-92.80716649517021,6
6-10,400,-1663.4700361970363,0.4475,38.480813999874876,-38.694731865043615,0.9944716540247694,0.8054770410426866,-4.158675090492591,271.823315690525,-156.4203341014105,14
