event_archetype,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
earnings_beat+direct_company,76,27.924596864252262,0.4868421052631579,39.78343425885662,-37.027242838806224,1.074436852672211,1.019337526894149,0.3674289061085824,321.88189402944045,-135.18947511139774,11
military_escalation+defense_beneficiary,172,-319.5116149055135,0.38372093023255816,37.4725458370189,-26.346223020271328,1.4223118740089138,0.8855904121187577,-1.8576256680553112,180.4335827661682,-74.81553398058252,45
military_escalation+energy_beneficiary,70,699.9776861706654,0.44285714285714284,72.78008113909313,-39.902687926697986,1.8239393113765057,1.4497979141710684,9.999681231009506,335.2677525133057,-105.24587162021872,8
