variant,overall_net,overall_return_pct,ml_net,ml_return_pct,fallback_net,counterfactual_long_only_net,return_on_peak_pct,peak_capital,starting_capital,classification_accuracy,overall_trades,ml_trades,momentum_trades,overall_win_rate,ml_win_rate,overall_profit_factor,elapsed_seconds,run_id,overrides,momentum_net
fallback_off,0,0.0,,,,0,,0.0,50000.0,,0,,,,,,11.1,3846fe03-d4ab-4ff2-8eea-dd9e540b80cd,"{""fallback_strategy"": ""none""}",
fallback_hold_to_resolution,0,0.0,,,,0,,0.0,50000.0,,0,,,,,,11.1,8ec6c555-9916-4d6e-a660-5b482c0daa83,"{""fallback_strategy"": ""hold_to_resolution""}",
