market_id,symbol,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,peak_pct,trough_pct,return_pct,_candidate_id,_entry_ts,_exit_ts,pred,pred_decimal,_qty,_position_size_pct,_max_concurrent,_asset_entry_notional,_benchmark_sell_cost,_asset_buy_cost,estimated_round_trip_cost,expected_edge_dollars,realized_exit_reason,gross_pnl,pnl,pnl_pct,txn_cost,exit_value,benchmark_rebuy_qty,active_position_size_pct,active_max_concurrent
1986791,MMM,3M Earnings,1.0,test,2026-04-17,0.86,154.55,2026-04-21,148.47,resolution-1d,0.25,-4.98,-3.93,823,2026-04-17 00:00:00+00:00,2026-04-21 00:00:00+00:00,3.906297721416305,0.03906297721416305,18,0.03,15,2781.9,1.85,1.74,,,resolution-1d,-109.44,-116.2,-4.176881,6.76,2672.46,3,3.0,15
1986792,EFX,Equifax Earnings,0.95,test,2026-04-17,0.77,196.22,2026-04-21,192.42,resolution-1d,1.97,-5.13,-1.94,829,2026-04-17 00:00:00+00:00,2026-04-21 00:00:00+00:00,0.7126585422444388,0.007126585422444388,14,0.03,15,2747.08,1.85,1.72,,,resolution-1d,-53.2,-59.95,-2.182243,6.75,2693.88,3,3.0,15
1993856,SNY,Sanofi FDA Approval,0.765,test,2026-04-20,0.905,47.99,2026-04-22,46.9,poly<0.5502112236695436,0.0,-2.38,-2.27,1064,2026-04-20 00:00:00+00:00,2026-04-22 00:00:00+00:00,0.5466683439353828,0.005466683439353828,58,0.03,15,2783.42,1.85,1.74,,,poly<0.5502112236695436,-63.22,-70.01,-2.515342,6.79,2720.2,3,3.0,15
1986793,LMT,Lockheed Martin Earnings,0.98,test,2026-04-20,0.78,581.28,2026-04-23,529.79,poly<0.5502112236695436,0.0,-10.15,-8.86,830,2026-04-20 00:00:00+00:00,2026-04-23 00:00:00+00:00,0.6959895626396925,0.006959895626396925,4,0.03,15,2325.12,1.85,1.51,,,poly<0.5502112236695436,-205.96,-211.85,-9.111226,5.89,2119.16,2,3.0,15
1971815,VZ,Verizon Earnings,1.0,test,2026-04-14,0.865,45.48,2026-04-27,47.1,resolution-1d,4.49,-2.66,3.56,817,2026-04-14 00:00:00+00:00,2026-04-27 00:00:00+00:00,2.162894357506615,0.021628943575066152,61,0.03,15,2774.28,1.82,1.74,,,resolution-1d,98.82,91.61,3.302235,7.21,2873.1,4,3.0,15
1986797,KO,Coca-Cola Earnings,0.98,test,2026-04-17,0.77,75.74,2026-04-28,78.35,resolution-1d,1.68,-1.57,3.45,826,2026-04-17 00:00:00+00:00,2026-04-28 00:00:00+00:00,0.39849595741091726,0.003984959574109172,37,0.03,15,2802.38,1.85,1.75,,,resolution-1d,96.57,89.32,3.187168,7.25,2898.95,4,3.0,15
1986798,BP,BP Earnings,0.95,test,2026-04-17,0.77,44.59,2026-04-28,46.35,resolution-1d,5.32,-2.8,3.95,831,2026-04-17 00:00:00+00:00,2026-04-28 00:00:00+00:00,1.4641212017847176,0.014641212017847176,63,0.03,15,2809.17,1.85,1.75,,,resolution-1d,110.88,103.62,3.688471,7.26,2920.05,4,3.0,15
1986801,SYY,Sysco Earnings,1.0,test,2026-04-23,0.915,75.81,2026-04-28,73.37,resolution-1d,1.35,-5.61,-3.22,1061,2026-04-23 00:00:00+00:00,2026-04-28 00:00:00+00:00,2.8215176754465165,0.028215176754465165,37,0.03,15,2804.97,1.85,1.75,,,resolution-1d,-90.28,-97.08,-3.461012,6.8,2714.69,3,3.0,15
2003557,MRK,Merck Earnings,0.98,test,2026-04-17,0.77,119.07,2026-04-29,110.95,end_of_window,0.24,-9.38,-6.82,827,2026-04-17 00:00:00+00:00,2026-04-29 00:00:00+00:00,0.06770833748076925,0.0006770833748076925,23,0.03,15,2738.61,1.85,1.72,,,end_of_window,-186.76,-193.44,-7.063592,6.68,2551.85,3,3.0,15
2003560,RBLX,Roblox Earnings,0.95,test,2026-04-23,0.835,55.45,2026-04-29,56.28,end_of_window,6.2,-5.1,1.5,834,2026-04-23 00:00:00+00:00,2026-04-29 00:00:00+00:00,1.8468677184452371,0.018468677184452373,51,0.03,15,2827.95,1.85,1.76,,,end_of_window,42.33,35.08,1.240542,7.25,2870.28,4,3.0,15
