market_id,symbol,archetype,relevance,split,entry_date,entry_prob,entry_price,exit_date,exit_price,exit_reason,peak_pct,trough_pct,return_pct,_candidate_id,_entry_ts,_exit_ts,pred,pred_decimal,_qty,_position_size_pct,_max_concurrent,_asset_entry_notional,_benchmark_sell_cost,_asset_buy_cost,estimated_round_trip_cost,expected_edge_dollars,realized_exit_reason,gross_pnl,pnl,pnl_pct,txn_cost,exit_value,benchmark_rebuy_qty,active_position_size_pct,active_max_concurrent
1986791,MMM,3M Earnings,1.0,test,2026-04-17,0.86,154.55,2026-04-21,148.47,resolution-1d,0.25,-4.98,-3.93,823,2026-04-17 00:00:00+00:00,2026-04-21 00:00:00+00:00,5.266488229607086,0.05266488229607086,54,0.08475562375405762,10,8345.7,4.8,4.52,,,resolution-1d,-328.32,-346.44,-4.15109,18.12,8017.38,12,8.475562,10
1986792,EFX,Equifax Earnings,0.95,test,2026-04-17,0.77,196.22,2026-04-21,192.42,resolution-1d,1.97,-5.13,-1.94,829,2026-04-17 00:00:00+00:00,2026-04-21 00:00:00+00:00,0.3989741692147941,0.003989741692147941,42,0.08475562375405762,10,8241.24,4.8,4.47,,,resolution-1d,-159.6,-177.7,-2.156247,18.1,8081.64,12,8.475562,10
1993856,SNY,Sanofi FDA Approval,0.765,test,2026-04-21,0.91,47.13,2026-04-22,46.9,poly<0.5305089434706773,0.0,-0.59,-0.49,1064,2026-04-21 00:00:00+00:00,2026-04-22 00:00:00+00:00,0.14800963874810333,0.0014800963874810333,177,0.08475562375405762,10,8342.01,4.77,4.79,,,poly<0.5305089434706773,-40.71,-59.55,-0.713876,18.84,8301.3,12,8.475562,10
1986793,LMT,Lockheed Martin Earnings,0.98,test,2026-04-20,0.78,581.28,2026-04-23,529.79,poly<0.5305089434706773,0.0,-10.15,-8.86,830,2026-04-20 00:00:00+00:00,2026-04-23 00:00:00+00:00,0.3436324680829259,0.003436324680829259,14,0.08475562375405762,10,8137.92,4.79,4.42,,,poly<0.5305089434706773,-720.86,-738.27,-9.071944,17.41,7417.06,11,8.475562,10
1971815,VZ,Verizon Earnings,1.0,test,2026-04-14,0.865,45.48,2026-04-27,47.1,resolution-1d,4.49,-2.66,3.56,817,2026-04-14 00:00:00+00:00,2026-04-27 00:00:00+00:00,2.225659875281606,0.022256598752816062,179,0.08475562375405762,10,8140.92,4.66,4.7,,,resolution-1d,289.98,271.21,3.331421,18.77,8430.9,12,8.475562,10
2036597,MRK,Merck FDA Approval,1.0,test,2026-04-21,0.805,112.56,2026-04-27,110.23,resolution-1d,2.19,-2.15,-2.07,865,2026-04-21 00:00:00+00:00,2026-04-27 00:00:00+00:00,1.245044708834266,0.01245044708834266,74,0.08475562375405762,10,8329.44,4.77,4.51,,,resolution-1d,-172.42,-190.69,-2.289357,18.27,8157.02,12,8.475562,10
1986798,BP,BP Earnings,0.95,test,2026-04-17,0.77,44.59,2026-04-28,46.35,resolution-1d,5.32,-2.8,3.95,831,2026-04-17 00:00:00+00:00,2026-04-28 00:00:00+00:00,1.2997899800581985,0.012997899800581985,188,0.08475562375405762,10,8382.92,4.8,4.85,,,resolution-1d,330.88,311.35,3.714085,19.53,8713.8,13,8.475562,10
1986797,KO,Coca-Cola Earnings,0.98,test,2026-04-17,0.77,75.74,2026-04-28,78.35,resolution-1d,1.68,-1.57,3.45,826,2026-04-17 00:00:00+00:00,2026-04-28 00:00:00+00:00,0.16288114142614188,0.0016288114142614188,111,0.08475562375405762,10,8407.14,4.8,4.59,,,resolution-1d,289.71,270.72,3.220087,18.99,8696.85,13,8.475562,10
1986801,SYY,Sysco Earnings,1.0,test,2026-04-24,0.915,76.56,2026-04-28,73.37,resolution-1d,0.22,-6.53,-4.17,1061,2026-04-24 00:00:00+00:00,2026-04-28 00:00:00+00:00,3.542412192438037,0.035424121924380374,112,0.08475562375405762,10,8574.72,4.91,4.68,,,resolution-1d,-357.28,-375.89,-4.383752,18.61,8217.44,12,8.475562,10
2003560,RBLX,Roblox Earnings,0.95,test,2026-04-24,0.835,56.09,2026-04-29,56.28,end_of_window,4.99,-6.19,0.34,834,2026-04-24 00:00:00+00:00,2026-04-29 00:00:00+00:00,2.608571782759401,0.02608571782759401,153,0.08475562375405762,10,8581.77,4.91,4.83,,,end_of_window,29.07,9.6,0.111859,19.47,8610.84,13,8.475562,10
