exit_reason,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
daily_close_trailing_stop,34,-1422.2472215322682,0.029411764705882353,12.572509377360376,-43.47938578514026,0.28916023421971204,0.008762431339991274,-41.830800633302005,12.572509377360376,-111.74097468532993,30
ml_predicted_target_lock,14,722.1536608077417,0.6428571428571429,88.05611341820466,-14.07027199122003,6.258309254657794,11.264956658384028,51.582404343410126,272.31606831173696,-41.57783481817986,2
one_day_before_market_end,33,1654.2501501917004,0.8181818181818182,65.14038408381712,-17.423370011893677,3.738678799758628,16.824054598913825,50.128792430051526,321.88189402944045,-26.05960157829308,2
