event_archetype,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
earnings_beat+direct_company,71,372.6117638900574,0.4507042253521127,52.23550712671381,-33.30575549140474,1.568362775622799,1.2868617646135787,5.248053012536019,321.88189402944045,-111.74097468532993,10
fda_approval+direct_company,1,-69.74669230210661,0.0,,-69.74669230210661,,0.0,-69.74669230210661,,-69.74669230210661,1
military_escalation+energy_beneficiary,12,406.72751936111956,0.4166666666666667,154.9433525396155,-52.5698919052797,2.947378184052424,2.105270131466017,33.89395994675996,225.5323105441746,-110.32831200132979,3
