duplicate_status,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
single_signal,84,709.5925909490703,0.44047619047619047,66.11494569602486,-36.950221272422326,1.7892976934719882,1.4085960565630544,8.447530844631789,321.88189402944045,-111.74097468532993,10
