entry_year,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
2024,17,-396.3884824715094,0.17647058823529413,11.164754379114347,-30.705910400632316,0.3636027798376053,0.07791488139377256,-23.316969557147612,15.617588029828749,-63.53037674725779,10
2025,317,3177.7932975340873,0.555205047318612,40.48407436347866,-27.995771563391187,1.4460781790496486,1.8050337554094904,10.024584534807847,180.4335827661682,-127.72089307914045,15
2026,587,-4537.877591513899,0.36115843270868825,46.54142240309639,-38.412424375920885,1.2116241856442476,0.684971539617548,-7.730626220636966,272.31606831173696,-169.70186335403727,15
