variant,overall_net,ml_net,counterfactual_long_only_net,classification_accuracy,overall_trades,ml_trades,momentum_trades,overall_win_rate,ml_win_rate,overall_profit_factor,elapsed_seconds,run_id,overrides,momentum_net
baseline,883.3253004851613,905.7401633197918,-1165.1325488112916,0.4406481155336386,335,268,67,0.417910447761194,0.4216417910447761,1.1427424469988559,1943.3,df9c3179-4860-4109-a941-3e6e9352393a,{},-22.414862834630544
regression_dir_long_short,38849.66656962329,-1736.0773944220707,1810.191415760443,0.5036111111111111,4314,956,3358,0.43092257765414926,0.40481171548117156,1.487775608866154,8025.8,2b6313cc-0cc5-45b0-9bdf-1ac052ae231e,"{""ml_direction_mode"": ""regression_sign"", ""semantic_ml_grouping_version"": ""legacy-symbol-archetype-v1""}",40585.74396404536
min_obs_30,883.3253004851613,905.7401633197918,-1165.1325488112916,0.4406481155336386,335,268,67,0.417910447761194,0.4216417910447761,1.1427424469988559,2106.0,4fa9a3c3-e9cb-48ec-a6c1-e49e1e27042a,"{""minimum_ml_prior_observations"": 30}",-22.414862834630544
momentum_random,752.5721761115858,905.7401633197918,-1165.1325488112916,0.4406481155336386,323,268,55,0.4117647058823529,0.4216417910447761,1.1288075224173852,2057.3,b45d7085-8d4d-47c1-940d-d86e44819fd8,"{""momentum_entry_mode"": ""random""}",-153.16798720820606
