date,equity,benchmark_equity,cash,benchmark_shares,open_positions
2026-04-10,99946.12,99949.55,197.81,143,1
2026-04-13,100858.54,100925.62,687.94,146,0
2026-04-14,102079.1,102154.55,687.94,146,0
2026-04-15,102872.11,102960.1,855.49,138,2
2026-04-16,103232.64,103212.94,998.22,134,3
2026-04-17,104454.92,104459.5,2363.95,102,11
2026-04-20,104166.71,104250.76,2363.95,102,11
2026-04-21,103552.19,103568.68,3983.13,99,11
2026-04-22,104303.55,104616.8,3983.13,99,11
2026-04-23,103931.92,104211.07,5695.96,111,7
2026-04-24,104617.19,105018.1,5976.91,95,11
2026-04-27,104511.08,105198.91,5976.91,95,11
2026-04-28,103996.18,104687.35,7442.28,97,10
2026-04-29,104026.28,104671.18,7921.11,104,8
2026-04-30,105278.27,105711.94,8899.76,91,11
2026-05-01,105825.63,106004.48,8974.86,91,11
2026-05-04,105737.61,105616.39,9740.73,90,11
2026-05-05,106543.8,106463.11,11032.97,100,8
2026-05-06,108122.06,107941.93,12775.82,89,8
2026-05-07,108598.63,107611.18,14182.51,57,7
2026-05-08,109871.76,108499.06,14668.95,64,6
2026-05-11,108830.52,108746.02,15150.82,67,5
2026-05-12,109301.81,108581.38,16546.17,0,9
2026-05-13,108466.31,109188.49,16546.17,0,9
2026-05-14,109501.27,110049.91,17324.33,0,9
2026-05-15,109351.85,108726.91,17324.33,0,9
2026-05-18,110375.03,108650.48,17863.92,3,8
2026-05-19,110283.27,107927.23,18228.99,7,7
2026-05-20,110692.86,109032.67,19601.01,0,7
2026-05-21,111363.37,109248.76,19815.03,22,6
2026-05-22,118814.57,109678.0,19815.03,22,6
2026-05-26,119310.66,110405.66,19882.13,0,7
2026-05-27,119860.62,110386.55,20169.8,0,7
2026-05-28,122981.41,110995.12,20366.76,33,5
2026-05-29,127896.9,111271.48,20366.76,33,5
2026-06-01,133053.27,111574.3,22306.43,146,0
2026-06-02,133203.65,111725.71,22306.43,146,0
