date,equity,benchmark_equity,cash,benchmark_shares,open_positions
2026-04-10,99949.63,99949.63,345.22,163,0
2026-04-13,100979.79,100979.79,345.22,163,0
2026-04-14,102807.01,102807.01,345.22,163,0
2026-04-15,104241.42,104241.42,345.22,163,0
2026-04-16,104741.82,104741.82,345.22,163,0
2026-04-17,106094.54,106107.76,687.74,145,2
2026-04-20,105581.18,105771.98,720.59,136,3
2026-04-21,104952.68,105371.01,1509.48,84,8
2026-04-22,105192.39,107128.14,1694.08,86,8
2026-04-23,104435.52,106526.67,3359.33,98,8
2026-04-24,105865.89,108557.66,3359.33,98,8
2026-04-27,105666.47,108614.7,3359.33,98,8
2026-04-28,104927.82,107525.86,3835.22,111,6
2026-04-29,105619.74,108181.13,5306.48,108,8
2026-04-30,106103.27,109186.83,6596.87,113,8
2026-05-01,107447.95,110231.67,7611.19,101,7
2026-05-04,107399.11,110024.66,8216.26,80,8
2026-05-05,109312.49,111447.64,9005.91,105,6
2026-05-06,110532.35,113755.73,9347.78,39,8
2026-05-07,107509.37,113620.44,10884.04,64,4
2026-05-08,111458.72,116275.7,11418.26,88,3
2026-05-11,110930.53,116611.48,11418.26,88,3
2026-05-12,109966.12,115625.33,11767.76,18,8
2026-05-13,108981.03,116842.95,11837.2,22,7
2026-05-14,109587.76,117670.98,12044.81,40,7
2026-05-15,108751.3,115900.8,12044.81,40,7
2026-05-18,108930.01,115403.66,12355.51,58,7
2026-05-19,108426.45,114694.61,12385.36,54,8
2026-05-20,109170.52,116588.67,14573.31,90,8
2026-05-21,109130.33,116810.35,14672.68,104,7
2026-05-22,110663.42,117304.23,14672.68,104,7
2026-05-26,112293.85,119380.86,15336.56,100,8
2026-05-27,111793.31,119245.57,15526.7,98,8
2026-05-28,113340.9,120248.01,16794.01,105,6
2026-05-29,114761.79,120689.75,16794.01,105,6
2026-06-01,116298.88,121411.83,18999.94,131,0
2026-06-02,116746.9,121969.29,18999.94,131,0
