date,equity,benchmark_equity,cash,benchmark_shares,open_positions
2026-04-10,99949.63,99949.63,345.22,163,0
2026-04-13,100979.79,100979.79,345.22,163,0
2026-04-14,102807.01,102807.01,345.22,163,0
2026-04-15,104241.42,104241.42,345.22,163,0
2026-04-16,104738.51,104741.82,391.19,159,1
2026-04-17,106130.7,106107.76,510.48,155,2
2026-04-20,105767.91,105771.98,643.09,143,5
2026-04-21,105150.15,105371.01,1162.91,118,8
2026-04-22,106792.09,107128.14,2303.73,65,12
2026-04-23,105908.89,106526.67,2981.73,44,13
2026-04-24,106774.52,108557.66,3069.5,32,14
2026-04-27,106538.87,108614.7,3512.64,26,14
2026-04-28,105359.04,107525.86,5704.16,70,9
2026-04-29,105457.01,108181.13,6124.88,97,6
2026-04-30,105994.25,109186.83,7630.57,120,5
2026-05-01,107346.69,110231.67,8181.98,92,12
2026-05-04,107074.46,110024.66,9244.55,102,11
2026-05-05,108338.76,111447.64,9899.04,105,10
2026-05-06,110024.49,113755.73,10788.32,100,11
2026-05-07,110308.46,113620.44,13280.63,116,6
2026-05-08,112796.86,116275.7,13495.09,120,5
2026-05-11,113061.23,116611.48,14196.19,123,4
2026-05-12,111974.18,115625.33,15823.58,0,14
2026-05-13,111059.78,116842.95,16419.63,6,12
2026-05-14,111897.16,117670.98,17169.52,3,12
2026-05-15,111650.21,115900.8,17169.52,3,12
2026-05-18,111932.89,115403.66,17169.52,3,12
2026-05-19,111339.29,114694.61,17595.13,2,12
2026-05-20,111181.0,116588.67,21179.54,42,14
2026-05-21,110085.58,116810.35,21697.76,83,10
2026-05-22,111445.41,117304.23,21697.76,83,10
2026-05-26,112773.12,119380.86,21889.05,67,14
2026-05-27,112082.67,119245.57,21968.27,69,14
2026-05-28,113833.25,120248.01,24496.56,86,9
2026-05-29,116278.45,120689.75,24496.56,86,9
2026-06-01,118637.01,121411.83,28765.48,121,0
2026-06-02,119050.83,121969.29,28765.48,121,0
