duplicate_status,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
single_signal,335,1604.0884326729004,0.4298507462686567,52.647697489804926,-31.294136156329888,1.6823502405307915,1.2683687677300208,4.788323679620598,321.88189402944045,-135.18947511139774,19
