price_policy,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
daily_close_to_close,515,2347.3932767317783,0.4407766990291262,51.0412779444462,-32.07978061339413,1.5910731609908568,1.2540750261976543,4.558045197537433,1679.0122789247175,-156.9690824239157,16
