event_archetype,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
earnings_beat+direct_company,66,-166.3203823185171,0.4393939393939394,39.55329870255423,-35.49637958628621,1.1142910675272186,0.873363269142955,-2.5200057927048043,114.41425718627764,-147.48715791671225,8
military_escalation+defense_beneficiary,183,-109.74051796826807,0.4207650273224044,33.172742910347196,-25.132469076084927,1.3199157953769485,0.958806757019104,-0.5996749615752354,169.82191599344074,-85.02289765808575,19
military_escalation+energy_beneficiary,72,379.73795535105273,0.4722222222222222,80.69734800254365,-62.20978622987977,1.2971809243058319,1.1606355638525863,5.274138268764621,271.823315690525,-139.08533970021088,8
