entry_year,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
2024,17,-396.3884824715094,0.17647058823529413,11.164754379114347,-30.705910400632316,0.3636027798376053,0.07791488139377256,-23.316969557147612,15.617588029828749,-63.53037674725779,10
2025,127,1522.0227436215241,0.5511811023622047,42.99662971427942,-26.100725199614654,1.6473346769274524,2.02304258570038,11.984431052137985,180.4335827661682,-101.44920347767783,14
2026,177,9.247803887043982,0.3559322033898305,62.1515447024203,-34.26578519618803,1.8138076902826814,1.0023674077877975,0.05224747958781911,272.31606831173696,-135.18947511139774,18
