holding_days_bucket,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
0-1,9,-309.5733053101223,0.2222222222222222,11.701608928335105,-47.56807473811322,0.24599711030472637,0.07028488865849325,-34.397033923346925,12.316102223258776,-111.74097468532993,5
11-20,64,366.18856297462787,0.53125,44.30507848480123,-38.00613685028713,1.1657348564345476,1.3211661706258204,5.7216962964785605,180.4335827661682,-90.60450819749845,13
2-5,111,-1600.4109965011535,0.3333333333333333,18.172878255501256,-30.71361475614459,0.5916880315061442,0.29584401575307206,-14.418117085595977,52.71503482512235,-105.24587162021872,26
21+,34,1406.3054388904345,0.6176470588235294,88.48193405563447,-34.755013559837636,2.5458754002007598,4.112567954170458,41.361924673248076,262.02277384327914,-48.15330908433443,6
6-10,103,1272.372364983272,0.4077669902912621,69.01220624827617,-26.65803766302176,2.5887954365075143,1.7824493169396003,12.353129757119147,272.31606831173696,-135.18947511139774,15
