event_symbol_sequence,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
first_trade,321,2490.2199587240702,0.4766355140186916,51.86376311363445,-32.41033212894048,1.600223129689042,1.4573460645382348,7.757694575464393,617.923261740449,-156.9690824239157,16
