date,equity,benchmark_equity,cash,benchmark_shares,open_positions
2026-04-10,99949.55,99949.55,68.92,147,0
2026-04-13,100925.62,100925.62,68.92,147,0
2026-04-14,102150.28,102154.55,80.48,142,1
2026-04-15,102894.24,102960.1,80.48,142,1
2026-04-16,103271.48,103212.94,80.48,142,1
2026-04-17,104445.21,104459.5,264.96,127,4
2026-04-20,104269.22,104250.76,264.96,127,4
2026-04-21,103544.36,103568.68,1381.19,130,3
2026-04-22,104495.79,104616.8,1381.19,130,3
2026-04-23,104274.65,104211.07,1476.45,120,5
2026-04-24,104852.21,105018.1,1476.45,120,5
2026-04-27,105007.58,105198.91,2743.87,128,3
2026-04-28,104403.47,104687.35,3367.01,137,1
2026-04-29,104395.12,104671.18,4062.34,141,0
