date,equity,benchmark_equity,cash,benchmark_shares,open_positions
2026-04-10,99949.55,99949.55,68.92,147,0
2026-04-13,100925.62,100925.62,68.92,147,0
2026-04-14,102154.55,102154.55,68.92,147,0
2026-04-15,102960.1,102960.1,68.92,147,0
2026-04-16,103209.45,103212.94,266.0,143,1
2026-04-17,104465.95,104459.5,321.07,139,2
2026-04-20,104197.3,104250.76,321.07,139,2
2026-04-21,103492.27,103568.68,989.46,138,2
2026-04-22,104501.82,104616.8,1096.38,130,4
2026-04-23,104112.01,104211.07,1541.56,129,4
2026-04-24,104735.79,105018.1,1541.56,129,4
2026-04-27,104862.24,105198.91,2041.52,132,3
2026-04-28,104369.38,104687.35,3306.96,138,1
2026-04-29,104424.53,104671.18,3380.17,142,0
