date,equity,benchmark_equity,cash,benchmark_shares,open_positions
2026-04-10,99949.55,99949.55,68.92,147,0
2026-04-13,100925.62,100925.62,68.92,147,0
2026-04-14,102150.99,102154.55,68.93,143,1
2026-04-15,102907.18,102960.1,68.93,143,1
2026-04-16,103259.88,103212.94,68.93,143,1
2026-04-17,104440.56,104459.5,374.65,123,6
2026-04-20,104205.22,104250.76,928.93,115,8
2026-04-21,103347.04,103568.68,2064.44,121,6
2026-04-22,104143.44,104616.8,2647.81,124,5
2026-04-23,103864.13,104211.07,3375.01,118,6
2026-04-24,104465.18,105018.1,3375.01,118,6
2026-04-27,104579.05,105198.91,3383.79,122,5
2026-04-28,104125.44,104687.35,4078.37,133,2
2026-04-29,104133.89,104671.18,4512.69,140,0
