date,equity,benchmark_equity,cash,benchmark_shares,open_positions
2026-04-10,99949.63,99949.63,345.22,163,0
2026-04-13,100979.79,100979.79,345.22,163,0
2026-04-14,102807.01,102807.01,345.22,163,0
2026-04-15,104241.42,104241.42,345.22,163,0
2026-04-16,104735.31,104741.82,565.01,154,1
2026-04-17,106120.0,106107.76,679.67,145,2
2026-04-20,105673.81,105771.98,679.67,145,2
2026-04-21,105194.54,105371.01,1064.03,144,2
2026-04-22,106803.01,107128.14,1184.77,126,4
2026-04-23,106272.35,106526.67,1401.29,125,4
2026-04-24,107792.47,108557.66,1939.11,133,3
2026-04-27,107856.79,108614.7,1939.11,133,3
2026-04-28,106899.68,107525.86,2941.41,149,1
2026-04-29,107647.15,108181.13,3119.08,158,0
