date,equity,benchmark_equity,cash,benchmark_shares,open_positions
2026-04-10,99949.63,99949.63,345.22,163,0
2026-04-13,100972.27,100979.79,365.19,153,1
2026-04-14,102682.5,102807.01,367.67,143,2
2026-04-15,103840.41,104241.42,367.67,143,2
2026-04-16,104739.25,104741.82,401.62,133,3
2026-04-17,105867.19,106107.76,546.28,123,4
2026-04-20,105289.48,105771.98,721.33,93,7
2026-04-21,104189.28,105371.01,1380.63,101,6
2026-04-22,105123.17,107128.14,2408.7,118,4
2026-04-23,105080.08,106526.67,2427.81,108,5
2026-04-24,106294.26,108557.66,2492.34,88,7
2026-04-27,106128.09,108614.7,3006.82,97,6
2026-04-28,105584.03,107525.86,3513.36,126,3
2026-04-29,106397.03,108181.13,4515.25,154,0
