date,equity,benchmark_equity,cash,benchmark_shares,open_positions
2026-04-10,99949.63,99949.63,345.22,163,0
2026-04-13,100979.79,100979.79,345.22,163,0
2026-04-14,102807.01,102807.01,345.22,163,0
2026-04-15,104241.42,104241.42,345.22,163,0
2026-04-16,104741.82,104741.82,345.22,163,0
2026-04-17,106099.79,106107.76,524.26,153,2
2026-04-20,105759.77,105771.98,524.26,153,2
2026-04-21,105374.14,105371.01,978.78,152,2
2026-04-22,107055.06,107128.14,978.78,152,2
2026-04-23,106537.15,106526.67,1015.75,147,3
2026-04-24,108318.43,108557.66,1038.97,142,4
2026-04-27,108328.89,108614.7,1464.84,146,3
2026-04-28,107205.84,107525.86,2031.21,155,1
2026-04-29,107835.06,108181.13,2645.42,159,0
