date,equity,benchmark_equity,cash,benchmark_shares,open_positions
2026-04-10,99949.63,99949.63,345.22,163,0
2026-04-13,100979.79,100979.79,345.22,163,0
2026-04-14,102796.95,102807.01,357.92,149,1
2026-04-15,104021.31,104241.42,357.92,149,1
2026-04-16,104816.48,104741.82,357.92,149,1
2026-04-17,106000.36,106107.76,489.69,121,3
2026-04-20,105654.76,105771.98,489.69,121,3
2026-04-21,105295.32,105371.01,721.08,120,3
2026-04-22,106642.44,107128.14,757.41,106,4
2026-04-23,105983.89,106526.67,757.41,106,4
2026-04-24,106992.24,108557.66,777.66,92,5
2026-04-27,107026.74,108614.7,1396.57,118,3
2026-04-28,105838.76,107525.86,1909.18,145,1
2026-04-29,106437.94,108181.13,1909.88,158,0
