entry_year,trade_count,total_net_profit,win_rate,average_winner,average_loser,payoff_ratio,profit_factor,expectancy,largest_winner,largest_loser,maximum_consecutive_losses
2024,20,-79.84322127558316,0.45,11.967056658389707,-17.049702836462775,0.7018923891621597,0.574275591132676,-3.9921610637791582,36.945300901475676,-63.53037674725779,3
2025,132,1618.8197066777675,0.553030303030303,41.43500817301243,-23.82942186359559,1.7388171819775888,2.1514178692265085,12.263785656649754,180.4335827661682,-152.01904031702392,14
2026,182,693.8723123971323,0.4175824175824176,62.484296773327635,-38.25409662618649,1.6334014467500086,1.1711180184245344,3.8124852329512766,321.88189402944045,-135.18947511139774,9
